,Destination_link,Review,Sentiment Score
586,221836,"I want to preface this review by saying we are not ""Tour People"" and generally prefer to do our own planning. We thought we'd give this one a try. The good parts: The Alaska tour took us to some places I would not have thought about, such as a visit to...

            Show more",3
615,93167,"My eyes feasted with fall colors.
Most hotels were good but some could be better. Wished a little bit more time on some of the stops.",3
619,93167,"I would like to say it was great, but the “resorts” could have been nicer. One was being remodeled, and should not have been used.  Would have liked more history and explanations of sites we were seeing. A GPS on the tv screens would have been helpful...

            Show more",3
621,93167,"The tour experiences, excellent work by tour director Pam and most of the hotels were wonderful. Having grown up in the east, now living in the west, I loved seeing the autumn leaves and delightful small towns. Overall, this tour was a bit too strenuous...

            Show more",3
629,167544,"American Gateway four days is not enough time to visit three cities, otherwise everything else was good.",3
650,92354,"The tour was good, my personal preference would have been to spend more time in San Francisco, doing the iconic things like a trolley car ride and an Alcatraz tour, rather than the random stops along the way. Our tour guide was great - however, right at...

            Show more",3
659,51897,"Lovely time. Lovely people.  Accommodations in Boston and Falmouth disappointingly old and shabby.  Loved the destinations but would like more structured schedule. More add on opportunities would be desirable.  Our guide was very green and lacked...

            Show more",3
664,51897,The tour guide and coach driver were both great.  The Sheraton in Boston could use some updating.  The Viking Hotel in Newport was beautiful but our bathroom was tiny.  We would have enjoyed time at the beach but the itinerary was too jam packed,3
670,218944,"The tour itself was excellent. We had issues with Insight before the tour. They would not respond to our inquiries regarding the closure of Yellowstone due to flooding. We did not want to go on tour if Yellowstone was taken off the itinerary. Nothing...

            Show more",3
729,202643,"The tour itself was excellent. We had issues with Insight before the tour. They would not respond to our inquiries regarding the closure of Yellowstone due to flooding. We did not want to go on tour if Yellowstone was taken off the itinerary. Nothing...

            Show more",3
796,52252,"I can only rate the hotels as good, because, some did not have safes or fridges and one was in a VERY noisy area",3
797,52252,The itinerary was good although would have liked more time in Memphis and Nashville. Would have been much better to meet our group on day 1 as there were a number of single travellers and we were left hanging for 3 days.,3
